Version:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Header:Product,Product Reference,Species Code,Short Description,Can be Ordered Online,Max Quantity,Use Product Page,Use Product Page in Sitemap,Product List Link Text,Clicking Product Name in Product List,Product Group ID,Product Duplicate Index,Link Type,nContentCategory,Assembly Product,Exclude From Shipping,ProductSubTitle,TitleTabOne,Full Description,TitleTabTwo,Extended Info Text,TitleTabThree,ContentTabThree,TitleTabFour,ContentTabFour,FeaturedDescriptionText,Bullet1,Bullet2,Bullet3,Bullet4,Bullet5,Bullet6,Berry Colour,Colourful Foliage,Deciduous,Evergreen,Common Name,Flower Colour,Grows Up To,Growth Rate,Has Berries,Has Flowers,Is Native,Has Wildlife Value,Feature Hedge,Intruder Proof,Noise Prevention,Privacy Hedge,Windbreak,Is Edible,Is Fragrant,Is Grazing Animal Friendly,Is Prickly,Latin A-Z Letter,Latin Name,Leaf Colour,Maintainable Height,Min Quantity,MultiPack,Name A-Z Letter,National Trust,PlantingDensity,ProductPageH1Title,ProductPageH2Title,SpeciesProduct,RootType,SpecificationSize
Product,MAL-PG-30/50-CG-30,MAL,Crab Apple Cell grown 30/50cm x 30,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Crab Apple Cell grown 30/50cm x 30,Malus sylvestris,FALSE,Pot Grown,30/50
Product,MAL-PG-30/50-CG-50,MAL,Crab Apple Cell grown 30/50cm x 50,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Crab Apple Cell grown 30/50cm x 50,Malus sylvestris,FALSE,Pot Grown,30/50
Product,MAL-PG-30/50-CG-100,MAL,Crab Apple Cell grown 30/50cm x 100,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Crab Apple Cell grown 30/50cm x 100,Malus sylvestris,FALSE,Pot Grown,30/50
Product,MAL-PG-30/50-CG-250,MAL,Crab Apple Cell grown 30/50cm x 250,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Crab Apple Cell grown 30/50cm x 250,Malus sylvestris,FALSE,Pot Grown,30/50
Product,MAL-PG-30/50-CG-500,MAL,Crab Apple Cell grown 30/50cm x 500,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Crab Apple Cell grown 30/50cm x 500,Malus sylvestris,FALSE,Pot Grown,30/50
Product,PHO-PG-15/20-CG-30,PHO,Photinia 'Red Robin' Cell grown 15/20cm x 30,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Photinia 'Red Robin' Cell grown 15/20cm x 30,Photinia x fraseri 'Red Robin',FALSE,Pot Grown,15/20
Product,PHO-PG-15/20-CG-50,PHO,Photinia 'Red Robin' Cell grown 15/20cm x 50,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Photinia 'Red Robin' Cell grown 15/20cm x 50,Photinia x fraseri 'Red Robin',FALSE,Pot Grown,15/20
Product,PHO-PG-15/20-CG-100,PHO,Photinia 'Red Robin' Cell grown 15/20cm x 100,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Photinia 'Red Robin' Cell grown 15/20cm x 100,Photinia x fraseri 'Red Robin',FALSE,Pot Grown,15/20
Product,PHO-PG-15/20-CG-250,PHO,Photinia 'Red Robin' Cell grown 15/20cm x 250,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Photinia 'Red Robin' Cell grown 15/20cm x 250,Photinia x fraseri 'Red Robin',FALSE,Pot Grown,15/20
Product,PHO-PG-15/20-CG-500,PHO,Photinia 'Red Robin' Cell grown 15/20cm x 500,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Photinia 'Red Robin' Cell grown 15/20cm x 500,Photinia x fraseri 'Red Robin',FALSE,Pot Grown,15/20
Product,PRUA-PG-30/50-CG-30,PRUA,Wild Cherry Cell grown 30/50cm x 30,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Wild Cherry Cell grown 30/50cm x 30,Prunus Avium,FALSE,Pot Grown,30/50
Product,PRUA-PG-30/50-CG-50,PRUA,Wild Cherry Cell grown 30/50cm x 50,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Wild Cherry Cell grown 30/50cm x 50,Prunus Avium,FALSE,Pot Grown,30/50
Product,PRUA-PG-30/50-CG-100,PRUA,Wild Cherry Cell grown 30/50cm x 100,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Wild Cherry Cell grown 30/50cm x 100,Prunus Avium,FALSE,Pot Grown,30/50
Product,PRUA-PG-30/50-CG-250,PRUA,Wild Cherry Cell grown 30/50cm x 250,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Wild Cherry Cell grown 30/50cm x 250,Prunus Avium,FALSE,Pot Grown,30/50
Product,PRUA-PG-30/50-CG-500,PRUA,Wild Cherry Cell grown 30/50cm x 500,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Wild Cherry Cell grown 30/50cm x 500,Prunus Avium,FALSE,Pot Grown,30/50
Product,PRLR-PG-15/30-CG-30,PRLR,Cherry Laurel Cell grown 15/30cm x 30,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Cherry Laurel Cell grown 15/30cm x 30,Prunus laurocerasus 'Rotundifolia',FALSE,Pot Grown,15/30
Product,PRLR-PG-15/30-CG-50,PRLR,Cherry Laurel Cell grown 15/30cm x 50,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Cherry Laurel Cell grown 15/30cm x 50,Prunus laurocerasus 'Rotundifolia',FALSE,Pot Grown,15/30
Product,PRLR-PG-15/30-CG-100,PRLR,Cherry Laurel Cell grown 15/30cm x 100,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Cherry Laurel Cell grown 15/30cm x 100,Prunus laurocerasus 'Rotundifolia',FALSE,Pot Grown,15/30
Product,PRLR-PG-15/30-CG-250,PRLR,Cherry Laurel Cell grown 15/30cm x 250,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Cherry Laurel Cell grown 15/30cm x 250,Prunus laurocerasus 'Rotundifolia',FALSE,Pot Grown,15/30
Product,PRLR-PG-15/30-CG-500,PRLR,Cherry Laurel Cell grown 15/30cm x 500,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Cherry Laurel Cell grown 15/30cm x 500,Prunus laurocerasus 'Rotundifolia',FALSE,Pot Grown,15/30
Product,PRUL-PG-15/30-CG-30,PRUL,Portuguese Laurel Cell grown 15/30cm x 30,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Portuguese Laurel Cell grown 15/30cm x 30,Prunus Lusitanica angustifolia,FALSE,Pot Grown,15/30
Product,PRUL-PG-15/30-CG-50,PRUL,Portuguese Laurel Cell grown 15/30cm x 50,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Portuguese Laurel Cell grown 15/30cm x 50,Prunus Lusitanica angustifolia,FALSE,Pot Grown,15/30
Product,PRUL-PG-15/30-CG-100,PRUL,Portuguese Laurel Cell grown 15/30cm x 100,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Portuguese Laurel Cell grown 15/30cm x 100,Prunus Lusitanica angustifolia,FALSE,Pot Grown,15/30
Product,PRUL-PG-15/30-CG-250,PRUL,Portuguese Laurel Cell grown 15/30cm x 250,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Portuguese Laurel Cell grown 15/30cm x 250,Prunus Lusitanica angustifolia,FALSE,Pot Grown,15/30
Product,PRUL-PG-15/30-CG-500,PRUL,Portuguese Laurel Cell grown 15/30cm x 500,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Portuguese Laurel Cell grown 15/30cm x 500,Prunus Lusitanica angustifolia,FALSE,Pot Grown,15/30
Product,PRUP-PG-30/50-CG-30,PRUP,Bird Cherry Cell grown 30/50cm x 30,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Bird Cherry Cell grown 30/50cm x 30,Prunus Padus,FALSE,Pot Grown,30/50
Product,PRUP-PG-30/50-CG-50,PRUP,Bird Cherry Cell grown 30/50cm x 50,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Bird Cherry Cell grown 30/50cm x 50,Prunus Padus,FALSE,Pot Grown,30/50
Product,PRUP-PG-30/50-CG-100,PRUP,Bird Cherry Cell grown 30/50cm x 100,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Bird Cherry Cell grown 30/50cm x 100,Prunus Padus,FALSE,Pot Grown,30/50
Product,PRUP-PG-30/50-CG-250,PRUP,Bird Cherry Cell grown 30/50cm x 250,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Bird Cherry Cell grown 30/50cm x 250,Prunus Padus,FALSE,Pot Grown,30/50
Product,PRUP-PG-30/50-CG-500,PRUP,Bird Cherry Cell grown 30/50cm x 500,1,0,1,1,More...,1,-1,-1,-1,Standard,0,0,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,__UseParent__,1,1,__UseParent__,__UseParent__,,Bird Cherry Cell grown 30/50cm x 500,Prunus Padus,FALSE,Pot Grown,30/50
